ID	token	tag
44047	anywhere	O
44048	along	O
44049	the	B-LOC
44050	Carpathians	I-LOC
44051	.	O

44052	I	O
44053	found	O
44054	my	O
44055	smattering	O
44056	of	O
44057	German	O
44058	very	O
44059	useful	O
44060	here	O
44061	;	O
44062	indeed	O
44063	,	O
44064	I	O
44065	do	O
44066	n't	O
44067	know	O
44068	how	O
44069	I	O
44070	should	O
44071	be	O
44072	able	O
44073	to	O
44074	get	O
44075	on	O
44076	without	O
44077	it	O
44078	.	O

44079	Having	O
44080	had	O
44081	some	O
44082	time	O
44083	at	O
44084	my	O
44085	disposal	O
44086	when	O
44087	in	O
44088	London	B-LOC
44089	,	O
44090	I	O
44091	had	O
44092	visited	O
44093	the	O
44094	British	O
44095	Museum	O
44096	,	O
44097	and	O
44098	made	O
44099	search	O
44100	among	O
44101	the	O
44102	books	O
44103	and	O
44104	maps	O
44105	in	O
44106	the	O
44107	library	O
44108	regarding	O
44109	Transylvania	B-LOC
44110	;	O
44111	it	O
44112	had	O
44113	struck	O
44114	me	O
44115	that	O
44116	some	O
44117	foreknowledge	O
44118	of	O
44119	the	B-LOC
44120	country	I-LOC
44121	could	O
44122	hardly	O
44123	fail	O
44124	to	O
44125	have	O
44126	some	O
44127	importance	O
44128	in	O
44129	dealing	O
44130	with	O
44131	a	O
44132	nobleman	O
44133	of	O
44134	that	B-LOC
44135	country	I-LOC
44136	.	O

44137	I	O
44138	find	O
44139	that	O
44140	the	B-LOC
44141	district	I-LOC
44142	he	I-LOC
44143	named	I-LOC
44144	is	O
44145	in	O
44146	the	O
44147	extreme	O
44148	east	O
44149	of	O
44150	the	B-LOC
44151	country	I-LOC
44152	,	O
44153	just	O
44154	on	O
44155	the	O
44156	borders	O
44157	of	O
44158	three	B-LOC
44159	states	I-LOC
44160	,	O
44161	Transylvania	B-LOC
44162	,	O
44163	Moldavia	B-LOC
44164	and	O
44165	Bukovina	B-LOC
44166	,	O
44167	in	O
44168	the	B-LOC
44169	midst	I-LOC
44170	of	I-LOC
44171	the	I-LOC
44172	Carpathian	I-LOC
44173	mountains	I-LOC
44174	;	O
44175	one	O
44176	of	O
44177	the	O
44178	wildest	O
44179	and	O
44180	least	O
44181	known	O
44182	portions	O
44183	of	O
44184	Europe	B-LOC
44185	.	O

44186	I	O
44187	was	O
44188	not	O
44189	able	O
44190	to	O
44191	light	O
44192	on	O
44193	any	O
44194	map	O
44195	or	O
44196	work	O
44197	giving	O
44198	the	O
44199	exact	O
44200	locality	O
44201	of	O
44202	the	O
44203	Castle	O
44204	Dracula	O
44205	,	O
44206	as	O
44207	there	O
44208	are	O
44209	no	O
44210	maps	O
44211	of	O
44212	this	B-LOC
44213	country	I-LOC
44214	as	O
44215	yet	O
44216	to	O
44217	compare	O
44218	with	O
44219	our	O
44220	own	O
44221	Ordnance	O
44222	Survey	O
44223	maps	O
44224	;	O
44225	but	O
44226	I	O
44227	found	O
44228	that	O
44229	Bistritz	B-LOC
44230	,	O
44231	the	O
44232	post	O
44233	town	O
44234	named	O
44235	by	O
44236	Count	B-PER
44237	Dracula	O
44238	,	O
44239	is	O
44240	a	B-LOC
44241	fairly	I-LOC
44242	well-known	I-LOC
44243	place	I-LOC
44244	.	O

44245	I	O
44246	shall	O
44247	enter	O
44248	here	O
44249	some	O
44250	of	O
44251	my	O
44252	notes	O
44253	,	O
44254	as	O
44255	they	O
44256	may	O
44257	refresh	O
44258	my	O
44259	memory	O
44260	when	O
44261	I	O
44262	talk	O
44263	over	O
44264	my	O
44265	travels	O
44266	with	O
44267	Mina	B-PER
44268	.	O

44269	In	O
44270	the	O
44271	population	O
44272	of	O
44273	Transylvania	B-LOC
44274	there	O
44275	are	O
44276	four	O
44277	distinct	O
44278	nationalities	O
44279	:	O
44280	Saxons	O
44281	in	O
44282	the	B-LOC
44283	South	I-LOC
44284	,	O
44285	and	O
44286	mixed	O
44287	with	O
44288	them	O
44289	the	B-PER
44290	Wallachs	I-PER
44291	,	O
44292	who	O
44293	are	O
44294	the	O
44295	descendants	O
44296	of	O
44297	the	B-PER
44298	Dacians	I-PER
44299	;	O
44300	Magyars	B-PER
44301	in	O
44302	the	B-LOC
44303	West	I-LOC
44304	,	O
44305	and	O
44306	Szekelys	B-PER
44307	in	O
44308	the	B-LOC
44309	East	I-LOC
44310	and	O
44311	North	B-LOC
44312	.	O

44313	I	O
44314	am	O
44315	going	O
44316	among	O
44317	the	B-PER
44318	latter	I-PER
44319	,	O
44320	who	O
44321	claim	O
44322	to	O
44323	be	O
44324	descended	O
44325	from	O
44326	Attila	B-PER
44327	and	O
44328	the	O
44329	Huns	B-PER
44330	.	O

44331	This	O
44332	may	O
44333	be	O
44334	so	O
44335	,	O
44336	for	O
44337	when	O
44338	the	B-PER
44339	Magyars	I-PER
44340	conquered	O
44341	the	B-LOC
44342	country	I-LOC
44343	in	O
44344	the	O
44345	eleventh	O
44346	century	O
44347	they	O
44348	found	O
44349	the	B-PER
44350	Huns	I-PER
44351	settled	O
44352	in	O
44353	it	O
44354	.	O

44355	I	O
44356	read	O
44357	that	O
44358	every	O
44359	known	O
44360	superstition	O
44361	in	O
44362	the	B-LOC
44363	world	I-LOC
44364	is	O
44365	gathered	O
44366	into	O
44367	the	O
44368	horseshoe	O
44369	of	O
44370	the	B-LOC
44371	Carpathians	I-LOC
44372	,	O
44373	as	O
44374	if	O
44375	it	O
44376	were	O
44377	the	B-LOC
44378	centre	I-LOC
44379	of	I-LOC
44380	some	I-LOC
44381	sort	I-LOC
44382	of	I-LOC
44383	imaginative	I-LOC
44384	whirlpool	I-LOC
44385	;	O
44386	if	O
44387	so	O
44388	my	O
44389	stay	O
44390	may	O
44391	be	O
44392	very	O
44393	interesting	O
44394	.	O

44395	(	O
44396	_	O
44397	Mem	O
44398	.	O

44399	_	O
44400	,	O
44401	I	O
44402	must	O
44403	ask	O
44404	the	B-PER
44405	Count	I-PER
44406	all	O
44407	about	O
44408	them	O
44409	.	O
44410	)	O

44411	I	O
44412	did	O
44413	not	O
44414	sleep	O
44415	well	O
44416	,	O
44417	though	O
44418	my	O
44419	bed	O
44420	was	O
44421	comfortable	O
44422	enough	O
44423	,	O
44424	for	O
44425	I	O
44426	had	O
44427	all	O
44428	sorts	O
44429	of	O
44430	queer	O
44431	dreams	O
44432	.	O

44433	There	O
44434	was	O
44435	a	O
44436	dog	O
44437	howling	O
44438	all	O
44439	night	O
44440	under	O
44441	my	O
44442	window	O
44443	,	O
44444	which	O
44445	may	O
44446	have	O
44447	had	O
44448	something	O
44449	to	O
44450	do	O
44451	with	O
44452	it	O
44453	;	O
44454	or	O
44455	it	O
44456	may	O
44457	have	O
44458	been	O
44459	the	O
44460	paprika	O
44461	,	O
44462	for	O
44463	I	O
44464	had	O
44465	to	O
44466	drink	O
44467	up	O
44468	all	O
44469	the	O
44470	water	O
44471	in	O
44472	my	O
44473	carafe	O
44474	,	O
44475	and	O
44476	was	O
44477	still	O
44478	thirsty	O
44479	.	O

44480	Towards	O
44481	morning	O
44482	I	O
44483	slept	O
44484	and	O
44485	was	O
44486	wakened	O
44487	by	O
44488	the	O
44489	continuous	O
44490	knocking	O
44491	at	O
44492	my	O
44493	door	O
44494	,	O
44495	so	O
44496	I	O
44497	guess	O
44498	I	O
44499	must	O
44500	have	O
44501	been	O
44502	sleeping	O
44503	soundly	O
44504	then	O
44505	.	O

44506	I	O
44507	had	O
44508	for	O
44509	breakfast	O
44510	more	O
44511	paprika	O
44512	,	O
44513	and	O
44514	a	O
44515	sort	O
44516	of	O
44517	porridge	O
44518	of	O
44519	maize	O
44520	flour	O
44521	which	O
44522	they	O
44523	said	O
44524	was	O
44525	""""	O
44526	mamaliga	O
44527	,	O
44528	""""	O
44529	and	O
44530	egg-plant	O
44531	stuffed	O
44532	with	O
44533	forcemeat	O
44534	,	O
44535	a	O
44536	very	O
44537	excellent	O
44538	dish	O
44539	,	O
44540	which	O
44541	they	O
44542	call	O
44543	""""	O
44544	impletata	O
44545	.	O
44546	""""	O

44547	(	O
44548	_	O
44549	Mem	O
44550	.	O

44551	_	O
44552	,	O
44553	get	O
44554	recipe	O
44555	for	O
44556	this	O
44557	also	O
44558	.	O
44559	)	O

44560	I	O
44561	had	O
44562	to	O
44563	hurry	O
44564	breakfast	O
44565	,	O
44566	for	O
44567	the	O
44568	train	O
44569	started	O
44570	a	O
44571	little	O
44572	before	O
44573	eight	O
44574	,	O
44575	or	O
44576	rather	O
44577	it	O
44578	ought	O
44579	to	O
44580	have	O
44581	done	O
44582	so	O
44583	,	O
44584	for	O
44585	after	O
44586	rushing	O
44587	to	O
44588	the	O
44589	station	O
44590	at	O
44591	7:30	O
44592	I	O
44593	had	O
44594	to	O
44595	sit	O
44596	in	O
44597	the	O
44598	carriage	O
44599	for	O
44600	more	O
44601	than	O
44602	an	O
44603	hour	O
44604	before	O
44605	we	O
44606	began	O
44607	to	O
44608	move	O
44609	.	O

44610	It	O
44611	seems	O
44612	to	O
44613	me	O
44614	that	O
44615	the	O
44616	further	O
44617	east	O
44618	you	O
44619	go	O
44620	the	O
44621	more	O
44622	unpunctual	O
44623	are	O
44624	the	O
44625	trains	O
44626	.	O

44627	What	O
44628	ought	O
44629	they	O
44630	to	O
44631	be	O
44632	in	O
44633	China	B-LOC
44634	?	O

44635	All	O
44636	day	O
44637	long	O
44638	we	O
44639	seemed	O
44640	to	O
44641	dawdle	O
44642	through	O
44643	a	B-LOC
44644	country	I-LOC
44645	which	I-LOC
44646	was	I-LOC
44647	full	I-LOC
44648	of	I-LOC
44649	beauty	I-LOC
44650	of	I-LOC
44651	every	I-LOC
44652	kind	I-LOC
44653	.	O

44654	Sometimes	O
44655	we	O
44656	saw	O
44657	little	B-LOC
44658	towns	I-LOC
44659	or	O
44660	castles	O
44661	on	O
44662	the	B-LOC
44663	top	I-LOC
44664	of	I-LOC
44665	steep	I-LOC
44666	hills	I-LOC
44667	such	O
44668	as	O
44669	we	O
44670	see	O
44671	in	O
44672	old	O
44673	missals	O
44674	;	O
44675	sometimes	O
44676	we	O
44677	ran	O
44678	by	O
44679	rivers	B-LOC
44680	and	I-LOC
44681	streams	I-LOC
44682	which	O
44683	seemed	O
44684	from	O
44685	the	O
44686	wide	O
44687	stony	O
44688	margin	O
44689	on	O
44690	each	O
44691	side	O
44692	of	O
44693	them	O
44694	to	O
44695	be	O
44696	subject	O
44697	to	O
44698	great	O
44699	floods	O
44700	.	O

44701	It	O
44702	takes	O
44703	a	O
44704	lot	O
44705	of	O
44706	water	O
44707	,	O
44708	and	O
44709	running	O
44710	strong	O
44711	,	O
44712	to	O
44713	sweep	O
44714	the	O
44715	outside	O
44716	edge	O
44717	of	O
44718	a	O
44719	river	O
44720	clear	O
44721	.	O

44722	At	O
44723	every	O
44724	station	O
44725	there	O
44726	were	O
44727	groups	B-PER
44728	of	I-PER
44729	people	I-PER
44730	,	O
44731	sometimes	O
44732	crowds	B-PER
44733	,	O
44734	and	O
44735	in	O
44736	all	O
44737	sorts	O
44738	of	O
44739	attire	O
44740	.	O

44741	Some	O
44742	of	O
44743	them	O
44744	were	O
44745	just	O
44746	like	O
44747	the	O
44748	peasants	O
44749	at	O
44750	home	B-LOC
44751	or	O
44752	those	O
44753	I	O
44754	saw	O
44755	coming	O
44756	through	O
44757	France	B-LOC
44758	and	O
44759	Germany	B-LOC
44760	,	O
44761	with	O
44762	short	O
44763	jackets	O
44764	and	O
44765	round	O
44766	hats	O
44767	and	O
44768	home-made	O
44769	trousers	O
44770	;	O
44771	but	O
44772	others	O
44773	were	O
44774	very	O
44775	picturesque	O
44776	.	O

44777	The	B-PER
44778	women	I-PER
44779	looked	O
44780	pretty	O
44781	,	O
44782	except	O
44783	when	O
44784	you	O
44785	got	O
44786	near	O
44787	them	O
44788	,	O
44789	but	O
44790	they	O
44791	were	O
44792	very	O
44793	clumsy	O
44794	about	O
44795	the	O
44796	waist	O
44797	.	O

44798	They	O
44799	had	O
44800	all	O
44801	full	O
44802	white	O
44803	sleeves	O
44804	of	O
44805	some	O
44806	kind	O
44807	or	O
44808	other	O
44809	,	O
44810	and	O
44811	most	O
44812	of	O
44813	them	O
44814	had	O
44815	big	O
44816	belts	O
44817	with	O
44818	a	O
44819	lot	O
44820	of	O
44821	strips	O
44822	of	O
44823	something	O
44824	fluttering	O
44825	from	O
44826	them	O
44827	like	O
44828	the	O
44829	dresses	O
44830	in	O
44831	a	O
44832	ballet	O
44833	,	O
44834	but	O
44835	of	O
44836	course	O
44837	there	O
44838	were	O
44839	petticoats	O
44840	under	O
44841	them	O
44842	.	O

44843	The	O
44844	strangest	O
44845	figures	O
44846	we	O
44847	saw	O
44848	were	O
44849	the	B-PER
44850	Slovaks	I-PER
44851	,	O
44852	who	O
44853	were	O
44854	more	O
44855	barbarian	O
44856	than	O
44857	the	O
44858	rest	O
44859	,	O
44860	with	O
44861	their	O
44862	big	O
44863	cow-boy	O
44864	hats	O
44865	,	O
44866	great	O
44867	baggy	O
44868	dirty-white	O
44869	trousers	O
44870	,	O
44871	white	O
44872	linen	O
44873	shirts	O
44874	,	O
44875	and	O
44876	enormous	O
44877	heavy	O
44878	leather	O
44879	belts	O
44880	,	O
44881	nearly	O
44882	a	O
44883	foot	O
44884	wide	O
44885	,	O
44886	all	O
44887	studded	O
44888	over	O
44889	with	O
44890	brass	O
44891	nails	O
44892	.	O

44893	They	O
44894	wore	O
44895	high	O
44896	boots	O
44897	,	O
44898	with	O
44899	their	O
44900	trousers	O
44901	tucked	O
44902	into	O
44903	them	O
44904	,	O
44905	and	O
44906	had	O
44907	long	O
44908	black	O
44909	hair	O
44910	and	O
44911	heavy	O
44912	black	O
44913	moustaches	O
44914	.	O

44915	They	O
44916	are	O
44917	very	O
44918	picturesque	O
44919	,	O
44920	but	O
44921	do	O
44922	not	O
44923	look	O
44924	prepossessing	O
44925	.	O

44926	On	O
44927	the	O
44928	stage	O
44929	they	O
44930	would	O
44931	be	O
44932	set	O
44933	down	O
44934	at	O
44935	once	O
44936	as	O
44937	some	O
44938	old	O
44939	Oriental	O
44940	band	O
44941	of	O
44942	brigands	B-PER
44943	.	O

44944	They	O
44945	are	O
44946	,	O
44947	however	O
44948	,	O
44949	I	O
44950	am	O
44951	told	O
44952	,	O
44953	very	O
44954	harmless	O
44955	and	O
44956	rather	O
44957	wanting	O
44958	in	O
44959	natural	O
44960	self-assertion	O
44961	.	O

44962	It	O
44963	was	O
44964	on	O
44965	the	O
44966	dark	O
44967	side	O
44968	of	O
44969	twilight	O
44970	when	O
44971	we	O
44972	got	O
44973	to	O
44974	Bistritz	B-LOC
44975	,	O
44976	which	O
44977	is	O
44978	a	B-LOC
44979	very	I-LOC
44980	interesting	I-LOC
44981	old	I-LOC
44982	place	I-LOC
44983	.	O

44984	Being	O
44985	practically	O
44986	on	O
44987	the	B-LOC
44988	frontier	I-LOC
44989	--	O
44990	for	O
44991	the	B-LOC
44992	Borgo	I-LOC
44993	Pass	I-LOC
44994	leads	O
44995	from	O
44996	it	O
44997	into	O
44998	Bukovina	B-LOC
44999	--	O
45000	it	O
45001	has	O
45002	had	O
45003	a	O
45004	very	O
45005	stormy	O
45006	existence	O
45007	,	O
45008	and	O
45009	it	O
45010	certainly	O
45011	shows	O
45012	marks	O
45013	of	O
45014	it	O
45015	.	O

45016	Fifty	O
45017	years	O
45018	ago	O
45019	a	O
45020	series	O
45021	of	O
45022	great	O
45023	fires	O
45024	took	O
45025	place	O
45026	,	O
45027	which	O
45028	made	O
45029	terrible	O
45030	havoc	O
45031	on	O
45032	five	O
45033	separate	O
45034	occasions	O
45035	.	O

45036	At	O
45037	the	O
45038	very	O
45039	beginning	O
45040	of	O
45041	the	O
45042	seventeenth	O
45043	century	O
45044	it	O
45045	underwent	O
45046	a	O
45047	siege	O
45048	of	O
45049	three	O
45050	weeks	O
45051	and	O
45052	lost	O
45053	13,000	B-PER
45054	people	I-PER
45055	,	O
45056	the	O
45057	casualties	O
45058	of	O
45059	war	O
45060	proper	O
45061	being	O
45062	assisted	O
45063	by	O
45064	famine	O
45065	and	O
45066	disease	O
45067	.	O

45068	Count	B-PER
45069	Dracula	O
45070	had	O
45071	directed	O
45072	me	O
45073	to	O
45074	go	O
45075	to	O
45076	the	O
45077	Golden	O
45078	Krone	O
45079	Hotel	O
45080	,	O
45081	which	O
45082	I	O
45083	found	O
45084	,	O
45085	to	O
45086	my	O
45087	great	O
45088	delight	O
45089	,	O
45090	to	O
45091	be	O
45092	thoroughly	O
45093	old-fashioned	O
45094	,	O
45095	for	O
45096	of	O
45097	course	O
45098	I	O
45099	wanted	O
45100	to	O
45101	see	O
45102	all	O
45103	I	O
45104	could	O
45105	of	O
45106	the	O
45107	ways	O
45108	of	O
45109	the	B-LOC
45110	country	I-LOC
45111	.	O

45112	I	O
45113	was	O
45114	evidently	O
45115	expected	O
45116	,	O
45117	for	O
45118	when	O
45119	I	O
45120	got	O
45121	near	O
45122	the	O
45123	door	O
45124	I	O
45125	faced	O
45126	a	B-PER
45127	cheery-looking	I-PER
45128	elderly	I-PER
45129	woman	I-PER
45130	in	O
45131	the	O
45132	usual	O
45133	peasant	O
45134	dress	O
45135	--	O
45136	white	O
45137	undergarment	O
45138	with	O
45139	long	O
45140	double	O
45141	apron	O
45142	,	O
45143	front	O
45144	,	O
45145	and	O
45146	back	O
45147	,	O
45148	of	O
45149	coloured	O
45150	stuff	O
45151	fitting	O
45152	almost	O
45153	too	O
45154	tight	O
45155	for	O
45156	modesty	O
45157	.	O

45158	When	O
45159	I	O
45160	came	O
45161	close	O
45162	she	O
45163	bowed	O
45164	and	O
45165	said	O
45166	,	O
45167	""""	O
45168	The	B-PER
45169	Herr	I-PER
45170	Englishman	I-PER
45171	?	O
45172	""""	O

45173	""""	O
45174	Yes	O
45175	,	O
45176	""""	O
45177	I	O
45178	said	O
45179	,	O
45180	""""	O
45181	Jonathan	B-PER
45182	Harker	I-PER
45183	.	O
45184	""""	O

45185	She	O
45186	smiled	O
45187	,	O
45188	and	O
45189	gave	O
45190	some	O
45191	message	O
45192	to	O
45193	an	B-PER
45194	elderly	I-PER
45195	man	I-PER
45196	in	I-PER
45197	white	I-PER
45198	shirt-sleeves	I-PER
45199	,	I-PER
45200	who	I-PER
45201	had	I-PER
45202	followed	I-PER
45203	her	I-PER
45204	to	I-PER
45205	the	I-PER
45206	door	I-PER
45207	.	O

45208	He	O
45209	went	O
45210	,	O
45211	but	O
45212	immediately	O
45213	returned	O
45214	with	O
45215	a	O
45216	letter	O
45217	:	O
45218	--	O
45219	""""	O
45220	My	B-PER
45221	Friend	I-PER
45222	.	O

45223	--	O
45224	Welcome	O
45225	to	O
45226	the	B-LOC
45227	Carpathians	I-LOC
45228	.	O

45229	I	O
45230	am	O
45231	anxiously	O
45232	expecting	O
45233	you	O
45234	.	O

45235	Sleep	O
45236	well	O
45237	to-night	O
45238	.	O

45239	At	O
45240	three	O
45241	to-morrow	O
45242	the	O
45243	diligence	O
45244	will	O
45245	start	O
45246	for	O
45247	Bukovina	B-LOC
45248	;	O
45249	a	O
45250	place	O
45251	on	O
45252	it	O
45253	is	O
45254	kept	O
45255	for	O
45256	you	O
45257	.	O

45258	At	O
45259	the	B-LOC
45260	Borgo	I-LOC
45261	Pass	I-LOC
45262	my	O
45263	carriage	O
45264	will	O
45265	await	O
45266	you	O
45267	and	O
45268	will	O
45269	bring	O
45270	you	O
45271	to	O
45272	me	O
45273	.	O

45274	I	O
45275	trust	O
45276	that	O
45277	your	O
45278	journey	O
45279	from	O
45280	London	B-LOC
45281	has	O
45282	been	O
45283	a	O
45284	happy	O
45285	one	O
45286	,	O
45287	and	O
45288	that	O
45289	you	O
45290	will	O
45291	enjoy	O
45292	your	O
45293	stay	O
45294	in	O
45295	my	B-LOC
45296	beautiful	I-LOC
45297	land	I-LOC
45298	.	O

45299	""""	O
45300	Your	B-PER
45301	friend	I-PER
45302	,	O
45303	""""	O
45304	DRACULA	B-PER
45305	.	O
45306	""""	O

45307	_	O
45308	4	O
45309	May	O
45310	.	O

45311	_	O
45312	--	O
45313	I	O
45314	found	O
45315	that	O
45316	my	B-PER
45317	landlord	I-PER
45318	had	O
45319	got	O
45320	a	O
45321	letter	O
45322	from	O
45323	the	B-LOC
45324	Count	I-LOC
45325	,	O
45326	directing	O
45327	him	O
45328	to	O
45329	secure	O
45330	the	O
45331	best	O
45332	place	O
45333	on	O
45334	the	O
45335	coach	O
45336	for	O
45337	me	O
45338	;	O
45339	but	O
45340	on	O
45341	making	O
45342	inquiries	O
45343	as	O
45344	to	O
45345	details	O
45346	he	O
45347	seemed	O
45348	somewhat	O
45349	reticent	O
45350	,	O
45351	and	O
45352	pretended	O
45353	that	O
45354	he	O
45355	could	O
45356	not	O
45357	understand	O
45358	my	O
45359	German	O
45360	.	O

45361	This	O
45362	could	O
45363	not	O
45364	be	O
45365	true	O
45366	,	O
45367	because	O
45368	up	O
45369	to	O
45370	then	O
45371	he	O
45372	had	O
45373	understood	O
45374	it	O
45375	perfectly	O
45376	;	O
45377	at	O
45378	least	O
45379	,	O
45380	he	O
45381	answered	O
45382	my	O
45383	questions	O
45384	exactly	O
45385	as	O
45386	if	O
45387	he	O
45388	did	O
45389	.	O

45390	He	O
45391	and	O
45392	his	B-PER
45393	wife	I-PER
45394	,	O
45395	the	B-PER
45396	old	I-PER
45397	lady	I-PER
45398	who	I-PER
45399	had	I-PER
45400	received	I-PER
45401	me	I-PER
45402	,	O
45403	looked	O
45404	at	O
45405	each	O
45406	other	O
45407	in	O
45408	a	O
45409	frightened	O
45410	sort	O
45411	of	O
45412	way	O
45413	.	O

45414	He	O
45415	mumbled	O
45416	out	O
45417	that	O
45418	the	O
45419	money	O
45420	had	O
45421	been	O
45422	sent	O
45423	in	O
45424	a	O
45425	letter	O
45426	,	O
45427	and	O
45428	that	O
45429	was	O
45430	all	O
45431	he	O
45432	knew	O
45433	.	O

45434	When	O
45435	I	O
45436	asked	O
45437	him	O
45438	if	O
45439	he	O
45440	knew	O
45441	Count	B-PER
45442	Dracula	O
45443	,	O
45444	and	O
45445	could	O
45446	tell	O
45447	me	O
45448	anything	O
45449	of	O
45450	his	O
45451	castle	O
45452	,	O
45453	both	O
45454	he	O
45455	and	O
45456	his	B-PER
45457	wife	I-PER
45458	crossed	O
45459	themselves	O
45460	,	O
45461	and	O
45462	,	O
45463	saying	O
45464	that	O
45465	they	O
45466	knew	O
45467	nothing	O
45468	at	O
45469	all	O
45470	,	O
45471	simply	O
45472	refused	O
45473	to	O
45474	speak	O
45475	further	O
45476	.	O

45477	It	O
45478	was	O
45479	so	O
45480	near	O
45481	the	O
45482	time	O
45483	of	O
45484	starting	O
45485	that	O
45486	I	O
45487	had	O
45488	no	O
45489	time	O
45490	to	O
45491	ask	O
45492	any	B-PER
45493	one	I-PER
45494	else	I-PER
45495	,	O
45496	for	O
45497	it	O
45498	was	O
45499	all	O
45500	very	O
45501	mysterious	O
45502	and	O
45503	not	O
45504	by	O
45505	any	O
45506	means	O
45507	comforting	O
45508	.	O

45509	Just	O
45510	before	O
45511	I	O
45512	was	O
45513	leaving	O
45514	,	O
45515	the	B-PER
45516	old	I-PER
45517	lady	I-PER
45518	came	O
45519	up	O
45520	to	O
45521	my	O
45522	room	O
45523	and	O
45524	said	O
45525	in	O
45526	a	O
45527	very	O
45528	hysterical	O
45529	way	O
45530	:	O
45531	""""	O
45532	Must	O
45533	you	O
45534	go	O
45535	?	O

45536	Oh	O
45537	!	O

45538	young	B-PER
45539	Herr	I-PER
45540	,	O
45541	must	O
45542	you	O
45543	go	O
45544	?	O
45545	""""	O

45546	She	O
45547	was	O
45548	in	O
45549	such	O
45550	an	O
45551	excited	O
45552	state	O
45553	that	O
45554	she	O
45555	seemed	O
45556	to	O
45557	have	O
45558	lost	O
45559	her	O
45560	grip	O
45561	of	O
45562	what	O
45563	German	O
45564	she	O
45565	knew	O
45566	,	O
45567	and	O
45568	mixed	O
45569	it	O
45570	all	O
45571	up	O
45572	with	O
45573	some	O
45574	other	O
45575	language	O
45576	which	O
45577	I	O
45578	did	O
45579	not	O
45580	know	O
45581	at	O
45582	all	O
45583	.	O

45584	I	O
45585	was	O
45586	just	O
45587	able	O
45588	to	O
45589	follow	O
45590	her	O
45591	by	O
45592	asking	O
45593	many	O
45594	questions	O
45595	.	O

45596	When	O
45597	I	O
45598	told	O
45599	her	O
45600	that	O
45601	I	O
45602	must	O
45603	go	O
45604	at	O
45605	once	O
45606	,	O
45607	and	O
45608	that	O
45609	I	O
45610	was	O
45611	engaged	O
45612	on	O
45613	important	O
45614	business	O
45615	,	O
45616	she	O
45617	asked	O
45618	again	O
45619	:	O
45620	""""	O
45621	Do	O
45622	you	O
45623	know	O
45624	what	O
45625	day	O
45626	it	O
45627	is	O
45628	?	O
45629	""""	O

45630	I	O
45631	answered	O
45632	that	O
45633	it	O
45634	was	O
45635	the	O
45636	fourth	O
45637	of	O
45638	May	O
45639	.	O

45640	She	O
45641	shook	O
45642	her	O
45643	head	O
45644	as	O
45645	she	O
45646	said	O
45647	again	O
45648	:	O
45649	""""	O
45650	Oh	O
45651	,	O
45652	yes	O
45653	!	O

45654	I	O
